edge_id,asset_id,from_node,to_node,mode,road_type,length_km,avg_speed_kmh,travel_time_hr,capacity_index,edge_betweenness,name
access_38,access_38,station_20,rail_int_2,intermodal,station_rail,0.0495,30.0,0.00165,2,7.956082425013923e-05,NawabShah Railway Station→rail
access_39,access_39,station_21,rail_int_52,intermodal,station_rail,0.3338,30.0,0.011127,2,7.956082425013923e-05,Railway Yard Karachi→rail
access_40,access_40,station_22,rail_int_6,intermodal,station_rail,0.0434,30.0,0.001447,2,7.956082425013923e-05,Peshawar Railway Station→rail
access_41,access_41,station_23,rail_int_24,intermodal,station_rail,0.0113,30.0,0.000377,2,7.956082425013923e-05,Quetta→rail
access_42,access_42,station_24,rail_int_53,intermodal,station_rail,0.0033,30.0,0.00011,2,0.002079401702601639,Rawalpindi Railway Station→rail
access_43,access_43,station_25,rail_int_33,intermodal,station_rail,0.012,30.0,0.0004,2,0.0027133423502267483,Sahiwal Railway Station→rail
bridge_11,bridge_11,station_25,road_5738,intermodal,bridge_access,0.5407,30.0,0.018023,2,0.002792584931179887,Sahiwal Railway Station→main
access_44,access_44,station_26,rail_int_40,intermodal,station_rail,0.0492,30.0,0.00164,2,7.956082425013923e-05,Sargodha Railway Station→rail
access_45,access_45,station_27,rail_int_30,intermodal,station_rail,0.0085,30.0,0.000283,2,7.956082425013923e-05,Sialkot→rail
access_46,access_46,station_28,rail_int_11,intermodal,station_rail,0.0084,30.0,0.00028,2,0.0003978041212506962,Sibi Junction Railway Station→rail
bridge_4,bridge_4,station_28,road_1780,intermodal,bridge_access,5.7943,30.0,0.193143,2,0.0004773649455008354,Sibi Junction Railway Station→main
access_47,access_47,station_29,rail_int_9,intermodal,station_rail,0.0276,30.0,0.00092,2,7.956082425013923e-05,Sukkur Railway Station→rail
rail_16,rail_16,station_30,rail_int_23,rail,ML3,199.6863,80.0,2.496079,5,7.956082425013923e-05,ML3
access_48,access_48,station_30,rail_int_1,intermodal,station_rail,0.0063,30.0,0.00021,2,0.00015912164850027846,ZeroPoint Khokhrapar→rail
road_1,road_1,road_1,road_2,road,Primary,0.8392,80.0,0.01049,4,0.0,ناظم الدین روڈ
road_12174,road_12174,road_1,road_265,road,Primary,1.1898,80.0,0.014873,4,7.956082425013923e-05,ناظم الدین روڈ
road_22645,road_22645,road_2,road_17082,road,Primary,0.3567,80.0,0.004459,4,7.956082425013923e-05,ناظم الدین روڈ
road_152,road_152,road_3,road_6,road,Trunk,0.068,100.0,0.00068,5,0.01210199697668868,مری روڈ
road_64,road_64,road_3,road_94,road,Trunk,3.8575,100.0,0.038575,5,0.0003494311401066115,Islamabad Expressway
road_153,road_153,road_3,road_15,road,Trunk,0.2681,100.0,0.002681,5,0.000744530193332803,مری روڈ
road_173,road_173,road_3,road_267,road,Trunk,3.7173,100.0,0.037173,5,5.537433367809691e-05,Islamabad Expressway
road_174,road_174,road_3,road_268,road,Trunk,2.8369,100.0,0.028369,5,0.0002372503779139152,Islamabad Expressway
road_177,road_177,road_3,road_19,road,Trunk,4.8066,100.0,0.048066,5,0.011187047497812078,Islamabad Expressway
road_3,road_3,road_4,road_5,road,Trunk,1.5956,100.0,0.015956,5,0.0036520009547298914,Islamabad Expressway
road_160,road_160,road_4,road_18,road,Trunk,0.0773,100.0,0.000773,5,0.010951229214734666,Islamabad Expressway
road_22789,road_22789,road_4,road_270,road,Trunk,0.0915,100.0,0.000915,5,1.4320948365025062e-06,Islamabad Expressway
road_22787,road_22787,road_4,road_363,road,Trunk,0.1146,100.0,0.001146,5,0.007066115044951866,Islamabad Expressway
road_11033,road_11033,road_4,road_10658,road,Primary,0.1373,80.0,0.001716,4,7.956082425013923e-05,Old Airport Rd
road_11048,road_11048,road_4,road_10671,road,Primary,0.1175,80.0,0.001469,4,7.956082425013923e-05,Old Airport Rd
road_255,road_255,road_5,road_364,road,Trunk,0.1658,100.0,0.001658,5,0.0035727583737767527,Islamabad Expressway
road_155,road_155,road_6,road_245,road,Trunk,0.1405,100.0,0.001405,5,0.011960378709523432,IJP Road
road_12290,road_12290,road_6,road_13,road,Primary,0.1868,80.0,0.002335,4,0.00021640544196037872,مری روڈ
road_5,road_5,road_7,road_8,road,Trunk,0.1668,100.0,0.001668,5,7.956082425013923e-05,nan
road_7,road_7,road_7,road_11,road,Trunk,0.5361,100.0,0.005361,5,7.717399952263506e-05,nan
road_20,road_20,road_7,road_13,road,Trunk,0.1069,100.0,0.001069,5,0.0021788527329143132,nan
road_315,road_315,road_7,road_245,road,Primary,0.1752,80.0,0.00219,4,6.364865940011139e-07,nan
road_414,road_414,road_7,road_567,road,Trunk,1.4179,100.0,0.014179,5,0.002786060943591376,IJP Road
road_12289,road_12289,road_7,road_314,road,Primary,0.0909,80.0,0.001136,4,0.0003931895934441881,nan
road_6,road_6,road_9,road_10,road,Primary,0.7439,80.0,0.009299,4,0.004060466226430106,خیابان اقبال
road_179,road_179,road_9,road_272,road,Primary,1.771,80.0,0.022137,4,3.1824329700055694e-07,شارع دستور
road_2243,road_2243,road_9,road_308,road,Primary,1.7858,80.0,0.022323,4,0.0041393905640862445,شارع دستور
road_17412,road_17412,road_9,road_276,road,Primary,3.0316,80.0,0.037895,4,0.0,خیابان اقبال
road_8943,road_8943,road_10,road_1884,road,Primary,1.4896,80.0,0.01862,4,0.003981223645476968,خیابان اقبال
road_213,road_213,road_11,road_15,road,Trunk,0.4262,100.0,0.004262,5,2.386824727504177e-06,nan
road_8,road_8,road_12,road_13,road,Trunk,0.5147,100.0,0.005147,5,0.002079401702601639,nan
road_9,road_9,road_13,road_14,road,Trunk,0.4592,100.0,0.004592,5,7.924258095313868e-05,nan
road_314,road_314,road_13,road_427,road,Primary,2.2063,80.0,0.027579,4,0.0001522794176147665,مری روڈ
road_10,road_10,road_14,road_15,road,Trunk,0.5954,100.0,0.005954,5,3.1824329700055694e-07,nan
road_23534,road_23534,road_15,road_657,road,Trunk,1.0071,100.0,0.010071,5,0.0006641737608401624,مری روڈ
road_12,road_12,road_16,road_17,road,Primary,1.1958,80.0,0.014947,4,7.956082425013923e-05,Multan Road
road_4328,road_4328,road_17,road_3339,road,Primary,2.5857,80.0,0.032321,4,0.011641180682631872,Multan Road
road_8860,road_8860,road_17,road_5013,road,Primary,2.582,80.0,0.032275,4,0.022365502426605142,Multan Road
road_8861,road_8861,road_17,road_221,road,Primary,1.0252,80.0,0.012815,4,0.035727106372822025,Multan Road
road_14,road_14,road_18,road_19,road,Trunk,2.8024,100.0,0.028024,5,0.011029835309093803,Islamabad Expressway
road_11049,road_11049,road_18,road_10671,road,Trunk,0.3276,100.0,0.003276,5,0.0,nan
road_22369,road_22369,road_18,road_270,road,Trunk,0.0714,100.0,0.000714,5,0.0,nan
road_7874,road_7874,road_19,road_8216,road,Trunk,0.384,100.0,0.00384,5,7.956082425013923e-05,nan
